Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Causes,Natural Causes,Chronic Causes,Non_Chronic Causes
9/27/2023,District of Columbia,2020,25,6/20/2020,132,117,99,0
9/27/2023,District of Columbia,2020,26,6/27/2020,130,104,79,0
9/27/2023,District of Columbia,2020,27,7/4/2020,122,95,68,0
9/27/2023,District of Columbia,2020,28,7/11/2020,138,111,55,0
9/27/2023,District of Columbia,2020,29,7/18/2020,121,105,72,0
9/27/2023,District of Columbia,2020,30,7/25/2020,123,100,52,0
9/27/2023,District of Columbia,2020,31,8/1/2020,130,117,81,0
9/27/2023,District of Columbia,2020,32,8/8/2020,118,91,44,0
9/27/2023,District of Columbia,2020,33,8/15/2020,117,100,45,0
9/27/2023,District of Columbia,2020,34,8/22/2020,113,88,66,0
9/27/2023,District of Columbia,2020,35,8/29/2020,140,117,53,0
9/27/2023,District of Columbia,2020,36,9/5/2020,143,115,51,0
9/27/2023,District of Columbia,2020,37,9/12/2020,125,106,53,0
9/27/2023,District of Columbia,2020,38,9/19/2020,109,88,39,0
9/27/2023,District of Columbia,2020,39,9/26/2020,112,96,52,0
9/27/2023,District of Columbia,2020,40,10/3/2020,138,112,55,0
9/27/2023,District of Columbia,2020,41,10/10/2020,146,123,89,0
9/27/2023,District of Columbia,2020,42,10/17/2020,118,103,52,0
9/27/2023,District of Columbia,2020,43,10/24/2020,105,90,44,0
9/27/2023,District of Columbia,2020,44,10/31/2020,128,112,57,0
9/27/2023,District of Columbia,2020,45,11/7/2020,137,111,81,0
9/27/2023,District of Columbia,2020,46,11/14/2020,130,107,57,0
9/27/2023,District of Columbia,2020,47,11/21/2020,135,122,83,0
9/27/2023,District of Columbia,2020,48,11/28/2020,120,104,69,0
9/27/2023,District of Columbia,2020,49,12/5/2020,153,134,108,0
9/27/2023,District of Columbia,2020,50,12/12/2020,175,148,109,0
9/27/2023,District of Columbia,2020,51,12/19/2020,144,132,119,0
9/27/2023,District of Columbia,2020,52,12/26/2020,165,145,133,0
9/27/2023,District of Columbia,2020,53,1/2/2021,178,169,139,0
9/27/2023,District of Columbia,2021,1,1/9/2021,173,145,132,0
9/27/2023,District of Columbia,2021,2,1/16/2021,172,154,136,0
9/27/2023,District of Columbia,2021,3,1/23/2021,164,134,132,0
9/27/2023,District of Columbia,2021,4,1/30/2021,181,159,154,0
9/27/2023,District of Columbia,2021,5,2/6/2021,164,136,133,0
9/27/2023,District of Columbia,2021,6,2/13/2021,153,132,114,0
9/27/2023,District of Columbia,2021,7,2/20/2021,167,145,103,0
9/27/2023,District of Columbia,2021,8,2/27/2021,144,126,105,0
9/27/2023,District of Columbia,2021,9,3/6/2021,134,117,90,0
9/27/2023,District of Columbia,2021,10,3/13/2021,125,107,60,0
9/27/2023,District of Columbia,2021,11,3/20/2021,145,120,79,0
9/27/2023,District of Columbia,2021,12,3/27/2021,135,108,76,0
9/27/2023,District of Columbia,2021,13,4/3/2021,126,97,65,0
9/27/2023,District of Columbia,2021,14,4/10/2021,158,128,89,0
9/27/2023,District of Columbia,2021,15,4/17/2021,121,103,80,0
9/27/2023,District of Columbia,2021,16,4/24/2021,127,105,61,0
9/27/2023,District of Columbia,2021,17,5/1/2021,121,97,47,0
9/27/2023,District of Columbia,2021,18,5/8/2021,125,103,41,0
9/27/2023,District of Columbia,2021,19,5/15/2021,125,104,67,0
9/27/2023,District of Columbia,2021,20,5/22/2021,132,113,67,0
9/27/2023,District of Columbia,2021,21,5/29/2021,119,95,47,0
9/27/2023,District of Columbia,2021,22,6/5/2021,125,101,56,0
9/27/2023,District of Columbia,2021,23,6/12/2021,139,115,57,0
9/27/2023,District of Columbia,2021,24,6/19/2021,128,103,56,0
9/27/2023,District of Columbia,2021,25,6/26/2021,115,97,37,0
9/27/2023,District of Columbia,2021,26,7/3/2021,108,80,34,0
9/27/2023,District of Columbia,2021,27,7/10/2021,149,130,54,0
9/27/2023,District of Columbia,2021,28,7/17/2021,126,101,51,0
9/27/2023,District of Columbia,2021,29,7/24/2021,136,98,46,0
9/27/2023,District of Columbia,2021,30,7/31/2021,104,87,40,0
9/27/2023,District of Columbia,2021,31,8/7/2021,127,99,54,0
9/27/2023,District of Columbia,2021,32,8/14/2021,145,123,69,0
9/27/2023,District of Columbia,2021,33,8/21/2021,132,110,73,0
9/27/2023,District of Columbia,2021,34,8/28/2021,119,100,65,0
9/27/2023,District of Columbia,2021,35,9/4/2021,136,107,85,0
9/27/2023,District of Columbia,2021,36,9/11/2021,111,96,58,0
9/27/2023,District of Columbia,2021,37,9/18/2021,132,104,64,0
9/27/2023,District of Columbia,2021,38,9/25/2021,128,110,70,0
9/27/2023,District of Columbia,2021,39,10/2/2021,141,118,93,0
9/27/2023,District of Columbia,2021,40,10/9/2021,158,127,66,0
9/27/2023,District of Columbia,2021,41,10/16/2021,130,113,49,0
9/27/2023,District of Columbia,2021,42,10/23/2021,135,104,50,0
9/27/2023,District of Columbia,2021,43,10/30/2021,142,119,63,0
9/27/2023,District of Columbia,2021,44,11/6/2021,133,104,50,0
9/27/2023,District of Columbia,2021,45,11/13/2021,143,121,70,0
9/27/2023,District of Columbia,2021,46,11/20/2021,121,105,59,0
9/27/2023,District of Columbia,2021,47,11/27/2021,133,106,59,0
9/27/2023,District of Columbia,2021,48,12/4/2021,135,106,48,0
9/27/2023,District of Columbia,2021,49,12/11/2021,152,124,86,0
9/27/2023,District of Columbia,2021,50,12/18/2021,121,99,46,0
9/27/2023,District of Columbia,2021,51,12/25/2021,138,118,97,0
9/27/2023,District of Columbia,2021,52,1/1/2022,177,151,136,0
9/27/2023,District of Columbia,2022,1,1/8/2022,173,151,149,0
9/27/2023,District of Columbia,2022,2,1/15/2022,172,155,131,0
9/27/2023,District of Columbia,2022,3,1/22/2022,200,179,171,0
9/27/2023,District of Columbia,2022,4,1/29/2022,173,150,120,0
9/27/2023,District of Columbia,2022,5,2/5/2022,153,130,100,0
9/27/2023,District of Columbia,2022,6,2/12/2022,137,113,87,0
9/27/2023,District of Columbia,2022,7,2/19/2022,136,112,78,0
9/27/2023,District of Columbia,2022,8,2/26/2022,133,108,53,0
9/27/2023,District of Columbia,2022,9,3/5/2022,121,99,45,0
9/27/2023,District of Columbia,2022,10,3/12/2022,132,107,55,0
9/27/2023,District of Columbia,2022,11,3/19/2022,129,102,39,0
9/27/2023,District of Columbia,2022,12,3/26/2022,118,103,52,0
9/27/2023,District of Columbia,2022,13,4/2/2022,129,110,50,0
9/27/2023,District of Columbia,2022,14,4/9/2022,119,100,51,0
9/27/2023,District of Columbia,2022,15,4/16/2022,121,96,58,0
9/27/2023,District of Columbia,2022,16,4/23/2022,104,83,42,0
9/27/2023,District of Columbia,2022,17,4/30/2022,113,91,53,0
9/27/2023,District of Columbia,2022,18,5/7/2022,121,90,44,0
9/27/2023,District of Columbia,2022,19,5/14/2022,125,102,54,0
9/27/2023,District of Columbia,2022,20,5/21/2022,127,99,56,0
9/27/2023,District of Columbia,2022,21,5/28/2022,112,93,55,0
9/27/2023,District of Columbia,2022,22,6/4/2022,121,93,45,0
9/27/2023,District of Columbia,2022,23,6/11/2022,129,106,69,0
9/27/2023,District of Columbia,2022,24,6/18/2022,132,111,60,0
9/27/2023,District of Columbia,2022,25,6/25/2022,118,96,53,0
9/27/2023,District of Columbia,2022,26,7/2/2022,99,78,47,0
9/27/2023,District of Columbia,2022,27,7/9/2022,119,95,52,0
9/27/2023,District of Columbia,2022,28,7/16/2022,119,101,42,0
9/27/2023,District of Columbia,2022,29,7/23/2022,125,107,54,0
9/27/2023,District of Columbia,2022,30,7/30/2022,127,102,55,0
9/27/2023,District of Columbia,2022,31,8/6/2022,125,103,60,0
9/27/2023,District of Columbia,2022,32,8/13/2022,107,86,50,0
9/27/2023,District of Columbia,2022,33,8/20/2022,117,94,55,0
9/27/2023,District of Columbia,2022,34,8/27/2022,113,92,41,0
9/27/2023,District of Columbia,2022,35,9/3/2022,132,106,62,0
9/27/2023,District of Columbia,2022,36,9/10/2022,130,99,44,0
9/27/2023,District of Columbia,2022,37,9/17/2022,127,109,62,0
9/27/2023,District of Columbia,2022,38,9/24/2022,136,114,61,0
9/27/2023,District of Columbia,2022,39,10/1/2022,124,106,44,0
9/27/2023,District of Columbia,2022,40,10/8/2022,136,111,51,0
9/27/2023,District of Columbia,2022,41,10/15/2022,139,115,53,0
9/27/2023,District of Columbia,2022,42,10/22/2022,123,105,47,0
9/27/2023,District of Columbia,2022,43,10/29/2022,119,95,45,0
9/27/2023,District of Columbia,2022,44,11/5/2022,128,104,47,0
9/27/2023,District of Columbia,2022,45,11/12/2022,125,97,46,0
9/27/2023,District of Columbia,2022,46,11/19/2022,139,119,61,0
9/27/2023,District of Columbia,2022,47,11/26/2022,132,113,60,0
9/27/2023,District of Columbia,2022,48,12/3/2022,130,105,51,0
9/27/2023,District of Columbia,2022,49,12/10/2022,140,116,64,0
9/27/2023,District of Columbia,2022,50,12/17/2022,128,110,54,0
9/27/2023,District of Columbia,2022,51,12/24/2022,132,105,50,0
9/27/2023,District of Columbia,2022,52,12/31/2022,156,137,71,0
9/27/2023,District of Columbia,2023,1,1/7/2023,149,124,61,0
9/27/2023,District of Columbia,2023,2,1/14/2023,130,112,57,0
9/27/2023,District of Columbia,2023,3,1/21/2023,134,109,47,0
9/27/2023,District of Columbia,2023,4,1/28/2023,114,97,43,0
9/27/2023,District of Columbia,2023,5,2/4/2023,131,103,47,0
9/27/2023,District of Columbia,2023,6,2/11/2023,125,100,47,0
9/27/2023,District of Columbia,2023,7,2/18/2023,124,106,54,0
9/27/2023,District of Columbia,2023,8,2/25/2023,132,108,59,0
9/27/2023,District of Columbia,2023,9,3/4/2023,130,98,46,0
9/27/2023,District of Columbia,2023,10,3/11/2023,121,94,45,0
9/27/2023,District of Columbia,2023,11,3/18/2023,115,90,42,0
9/27/2023,District of Columbia,2023,12,3/25/2023,138,108,52,0
9/27/2023,District of Columbia,2023,13,4/1/2023,141,112,52,0
9/27/2023,District of Columbia,2023,14,4/8/2023,118,94,53,0
9/27/2023,District of Columbia,2023,15,4/15/2023,120,93,35,0
9/27/2023,District of Columbia,2023,16,4/22/2023,103,80,41,0
9/27/2023,District of Columbia,2023,17,4/29/2023,109,100,49,0
9/27/2023,District of Columbia,2023,18,5/6/2023,125,101,53,0
9/27/2023,District of Columbia,2023,19,5/13/2023,131,106,53,0
9/27/2023,District of Columbia,2023,20,5/20/2023,136,114,56,0
9/27/2023,District of Columbia,2023,21,5/27/2023,139,117,53,0
9/27/2023,District of Columbia,2023,22,6/3/2023,95,81,44,0
9/27/2023,District of Columbia,2023,23,6/10/2023,116,87,44,0
9/27/2023,District of Columbia,2023,24,6/17/2023,148,129,72,10
9/27/2023,District of Columbia,2023,25,6/24/2023,98,85,37,0
9/27/2023,District of Columbia,2023,26,7/1/2023,103,87,52,16
9/27/2023,District of Columbia,2023,27,7/8/2023,116,101,55,17
9/27/2023,District of Columbia,2023,28,7/15/2023,122,109,67,20
9/27/2023,District of Columbia,2023,29,7/22/2023,99,89,49,15
9/27/2023,District of Columbia,2023,30,7/29/2023,121,111,77,15
9/27/2023,District of Columbia,2023,31,8/5/2023,126,107,67,20
9/27/2023,District of Columbia,2023,32,8/12/2023,107,97,48,14
9/27/2023,District of Columbia,2023,33,8/19/2023,118,109,62,14
9/27/2023,District of Columbia,2023,34,8/26/2023,114,110,73,13
9/27/2023,District of Columbia,2023,35,9/2/2023,85,83,44,12
9/27/2023,District of Columbia,2023,36,9/9/2023,80,78,17,0
9/27/2023,District of Columbia,2023,37,9/16/2023,38,38,14,0
9/27/2023,Florida,2020,1,1/4/2020,4341,3928,3026,141
9/27/2023,Florida,2020,2,1/11/2020,4410,3997,3095,146
9/27/2023,Florida,2020,3,1/18/2020,4385,3992,3088,149
9/27/2023,Florida,2020,4,1/25/2020,4387,4012,3114,156
9/27/2023,Florida,2020,5,2/1/2020,4419,4033,3095,149
9/27/2023,Florida,2020,6,2/8/2020,4385,4012,3116,142
9/27/2023,Florida,2020,7,2/15/2020,4358,3952,3075,140
9/27/2023,Florida,2020,8,2/22/2020,4416,3975,3059,143
9/27/2023,Florida,2020,9,2/29/2020,4399,3990,3064,146
9/27/2023,Florida,2020,10,3/7/2020,4520,4104,3124,166
9/27/2023,Florida,2020,11,3/14/2020,4435,4003,3107,151
9/27/2023,Florida,2020,12,3/21/2020,4362,3906,3031,160
9/27/2023,Florida,2020,13,3/28/2020,4461,4039,3245,162
9/27/2023,Florida,2020,14,4/4/2020,4497,4099,3448,161
9/27/2023,Florida,2020,15,4/11/2020,4544,4128,3553,145
9/27/2023,Florida,2020,16,4/18/2020,4416,4021,3460,106
9/27/2023,Florida,2020,17,4/25/2020,4555,4131,3555,125
9/27/2023,Florida,2020,18,5/2/2020,4352,3892,3347,102
9/27/2023,Florida,2020,19,5/9/2020,4407,3948,3353,105
9/27/2023,Florida,2020,20,5/16/2020,4279,3858,3286,119
9/27/2023,Florida,2020,21,5/23/2020,4360,3893,3259,103
9/27/2023,Florida,2020,22,5/30/2020,4211,3769,3117,91
9/27/2023,Florida,2020,23,6/6/2020,4265,3829,3194,107
9/27/2023,Florida,2020,24,6/13/2020,4256,3825,3118,107
9/27/2023,Florida,2020,25,6/20/2020,4408,3958,3248,104
9/27/2023,Florida,2020,26,6/27/2020,4504,4044,3432,111
9/27/2023,Florida,2020,27,7/4/2020,4725,4276,3819,120
9/27/2023,Florida,2020,28,7/11/2020,5084,4649,4523,120
9/27/2023,Florida,2020,29,7/18/2020,5509,5058,5257,143
9/27/2023,Florida,2020,30,7/25/2020,5704,5269,5742,127
9/27/2023,Florida,2020,31,8/1/2020,5791,5356,5932,127
9/27/2023,Florida,2020,32,8/8/2020,5585,5141,5592,120
9/27/2023,Florida,2020,33,8/15/2020,5510,5049,5255,118
9/27/2023,Florida,2020,34,8/22/2020,5203,4804,4792,130
9/27/2023,Florida,2020,35,8/29/2020,5015,4598,4445,108
9/27/2023,Florida,2020,36,9/5/2020,4758,4295,4084,96
9/27/2023,Florida,2020,37,9/12/2020,4513,4062,3710,117
9/27/2023,Florida,2020,38,9/19/2020,4667,4208,3710,112
9/27/2023,Florida,2020,39,9/26/2020,4444,4023,3598,106
9/27/2023,Florida,2020,40,10/3/2020,4346,3965,3382,132
9/27/2023,Florida,2020,41,10/10/2020,4525,4085,3449,121
9/27/2023,Florida,2020,42,10/17/2020,4389,3987,3415,108
9/27/2023,Florida,2020,43,10/24/2020,4335,3935,3355,93
9/27/2023,Florida,2020,44,10/31/2020,4265,3888,3275,122
9/27/2023,Florida,2020,45,11/7/2020,4305,3859,3294,107
9/27/2023,Florida,2020,46,11/14/2020,4487,4087,3602,98
9/27/2023,Florida,2020,47,11/21/2020,4561,4136,3655,119
9/27/2023,Florida,2020,48,11/28/2020,4634,4211,3788,121
9/27/2023,Florida,2020,49,12/5/2020,4911,4472,4132,125
9/27/2023,Florida,2020,50,12/12/2020,5085,4664,4216,123
9/27/2023,Florida,2020,51,12/19/2020,4945,4592,4263,123
9/27/2023,Florida,2020,52,12/26/2020,5137,4713,4548,128
9/27/2023,Florida,2020,53,1/2/2021,5710,5255,5165,146
9/27/2023,Florida,2021,1,1/9/2021,5495,5048,5138,121
9/27/2023,Florida,2021,2,1/16/2021,5923,5480,5642,135
9/27/2023,Florida,2021,3,1/23/2021,5662,5200,5458,100
9/27/2023,Florida,2021,4,1/30/2021,5491,5060,5094,151
9/27/2023,Florida,2021,5,2/6/2021,5569,5093,5185,151
9/27/2023,Florida,2021,6,2/13/2021,5460,4988,4823,117
9/27/2023,Florida,2021,7,2/20/2021,5119,4656,4394,111
9/27/2023,Florida,2021,8,2/27/2021,4894,4460,4141,106
9/27/2023,Florida,2021,9,3/6/2021,4821,4357,3936,125
9/27/2023,Florida,2021,10,3/13/2021,4636,4202,3677,119
9/27/2023,Florida,2021,11,3/20/2021,4584,4115,3627,107
9/27/2023,Florida,2021,12,3/27/2021,4732,4286,3646,123
9/27/2023,Florida,2021,13,4/3/2021,4478,4029,3528,109
9/27/2023,Florida,2021,14,4/10/2021,4700,4189,3547,109
9/27/2023,Florida,2021,15,4/17/2021,4642,4136,3515,105
9/27/2023,Florida,2021,16,4/24/2021,4717,4243,3729,131
9/27/2023,Florida,2021,17,5/1/2021,4476,4041,3451,99
9/27/2023,Florida,2021,18,5/8/2021,4592,4142,3544,112
9/27/2023,Florida,2021,19,5/15/2021,4519,4067,3461,124
9/27/2023,Florida,2021,20,5/22/2021,4576,4112,3481,113
9/27/2023,Florida,2021,21,5/29/2021,4514,4024,3304,104
9/27/2023,Florida,2021,22,6/5/2021,4380,3868,3231,102
9/27/2023,Florida,2021,23,6/12/2021,4420,3929,3232,105
9/27/2023,Florida,2021,24,6/19/2021,4381,3904,3177,99
9/27/2023,Florida,2021,25,6/26/2021,4491,3936,3200,127
9/27/2023,Florida,2021,26,7/3/2021,4398,3969,3184,114
9/27/2023,Florida,2021,27,7/10/2021,4463,3994,3300,133
9/27/2023,Florida,2021,28,7/17/2021,4494,4031,3471,125
9/27/2023,Florida,2021,29,7/24/2021,4872,4432,3972,137
9/27/2023,Florida,2021,30,7/31/2021,5326,4830,4788,146
9/27/2023,Florida,2021,31,8/7/2021,5978,5519,6066,136
9/27/2023,Florida,2021,32,8/14/2021,6638,6178,7373,139
9/27/2023,Florida,2021,33,8/21/2021,7165,6717,8325,136
9/27/2023,Florida,2021,34,8/28/2021,7349,6841,8659,139
9/27/2023,Florida,2021,35,9/4/2021,7184,6719,8576,128
9/27/2023,Florida,2021,36,9/11/2021,6794,6351,7739,149
9/27/2023,Florida,2021,37,9/18/2021,6285,5840,6779,139
9/27/2023,Florida,2021,38,9/25/2021,5846,5388,5997,136
9/27/2023,Florida,2021,39,10/2/2021,5493,5019,5159,142
9/27/2023,Florida,2021,40,10/9/2021,5104,4663,4540,109
9/27/2023,Florida,2021,41,10/16/2021,4924,4410,4109,135
9/27/2023,Florida,2021,42,10/23/2021,4613,4184,3735,113
9/27/2023,Florida,2021,43,10/30/2021,4587,4118,3500,132
9/27/2023,Florida,2021,44,11/6/2021,4538,4088,3407,138
9/27/2023,Florida,2021,45,11/13/2021,4547,4091,3384,128
9/27/2023,Florida,2021,46,11/20/2021,4576,4117,3286,122
9/27/2023,Florida,2021,47,11/27/2021,4344,3889,3121,113
9/27/2023,Florida,2021,48,12/4/2021,4647,4169,3377,148
9/27/2023,Florida,2021,49,12/11/2021,4625,4161,3273,117
9/27/2023,Florida,2021,50,12/18/2021,4546,4077,3277,127
9/27/2023,Florida,2021,51,12/25/2021,4530,4086,3287,121
9/27/2023,Florida,2021,52,1/1/2022,4869,4371,3699,162
9/27/2023,Florida,2022,1,1/8/2022,5220,4754,4280,139
9/27/2023,Florida,2022,2,1/15/2022,5751,5344,5276,158
9/27/2023,Florida,2022,3,1/22/2022,5996,5551,5816,168
9/27/2023,Florida,2022,4,1/29/2022,6113,5666,5896,166
9/27/2023,Florida,2022,5,2/5/2022,5992,5528,5635,126
9/27/2023,Florida,2022,6,2/12/2022,5660,5184,5163,128
9/27/2023,Florida,2022,7,2/19/2022,5406,4945,4699,142
9/27/2023,Florida,2022,8,2/26/2022,5008,4542,4117,133
9/27/2023,Florida,2022,9,3/5/2022,4779,4301,3746,137
9/27/2023,Florida,2022,10,3/12/2022,4809,4284,3703,136
9/27/2023,Florida,2022,11,3/19/2022,4568,4060,3377,127
9/27/2023,Florida,2022,12,3/26/2022,4477,4009,3304,130
9/27/2023,Florida,2022,13,4/2/2022,4594,4137,3285,126
9/27/2023,Florida,2022,14,4/9/2022,4295,3901,3061,109
9/27/2023,Florida,2022,15,4/16/2022,4327,3882,3033,120
9/27/2023,Florida,2022,16,4/23/2022,4296,3868,3078,108
9/27/2023,Florida,2022,17,4/30/2022,4358,3895,3073,115
9/27/2023,Florida,2022,18,5/7/2022,4354,3932,3033,131
9/27/2023,Florida,2022,19,5/14/2022,4305,3867,3032,115
9/27/2023,Florida,2022,20,5/21/2022,4362,3888,3077,112
9/27/2023,Florida,2022,21,5/28/2022,4312,3859,3015,102
9/27/2023,Florida,2022,22,6/4/2022,4457,4012,3259,110
9/27/2023,Florida,2022,23,6/11/2022,4548,4077,3302,117
9/27/2023,Florida,2022,24,6/18/2022,4446,4018,3331,114
9/27/2023,Florida,2022,25,6/25/2022,4529,4117,3439,118
9/27/2023,Florida,2022,26,7/2/2022,4336,3930,3269,102
9/27/2023,Florida,2022,27,7/9/2022,4361,3937,3329,125
9/27/2023,Florida,2022,28,7/16/2022,4449,3990,3381,110
9/27/2023,Florida,2022,29,7/23/2022,4645,4174,3544,96
9/27/2023,Florida,2022,30,7/30/2022,4456,4026,3440,103
9/27/2023,Florida,2022,31,8/6/2022,4524,4089,3479,133
9/27/2023,Florida,2022,32,8/13/2022,4434,3993,3407,124
9/27/2023,Florida,2022,33,8/20/2022,4614,4181,3598,119
9/27/2023,Florida,2022,34,8/27/2022,4509,4077,3410,103
9/27/2023,Florida,2022,35,9/3/2022,4391,3929,3325,107
9/27/2023,Florida,2022,36,9/10/2022,4446,4002,3282,110
9/27/2023,Florida,2022,37,9/17/2022,4441,4012,3303,129
9/27/2023,Florida,2022,38,9/24/2022,4364,3931,3228,133
9/27/2023,Florida,2022,39,10/1/2022,4253,3822,3088,102
9/27/2023,Florida,2022,40,10/8/2022,4438,3995,3164,130
9/27/2023,Florida,2022,41,10/15/2022,4387,3960,3164,117
9/27/2023,Florida,2022,42,10/22/2022,4397,3949,3120,104
9/27/2023,Florida,2022,43,10/29/2022,4478,4022,3159,133
9/27/2023,Florida,2022,44,11/5/2022,4412,3921,3099,143
9/27/2023,Florida,2022,45,11/12/2022,4436,4001,3153,121
9/27/2023,Florida,2022,46,11/19/2022,4352,3910,3081,131
9/27/2023,Florida,2022,47,11/26/2022,4510,4049,3203,129
9/27/2023,Florida,2022,48,12/3/2022,4384,3970,3136,156
9/27/2023,Florida,2022,49,12/10/2022,4627,4173,3293,133
9/27/2023,Florida,2022,50,12/17/2022,4486,4074,3265,145
9/27/2023,Florida,2022,51,12/24/2022,4723,4275,3387,175
9/27/2023,Florida,2022,52,12/31/2022,5026,4577,3671,208
9/27/2023,Florida,2023,1,1/7/2023,5077,4575,3781,200
9/27/2023,Florida,2023,2,1/14/2023,4978,4543,3706,164
9/27/2023,Florida,2023,3,1/21/2023,5134,4645,3785,184
9/27/2023,Florida,2023,4,1/28/2023,4749,4339,3513,172
9/27/2023,Florida,2023,5,2/4/2023,4814,4357,3524,170
9/27/2023,Florida,2023,6,2/11/2023,4780,4302,3447,130
9/27/2023,Florida,2023,7,2/18/2023,4638,4184,3359,140
9/27/2023,Florida,2023,8,2/25/2023,4615,4125,3300,121
9/27/2023,Florida,2023,9,3/4/2023,4642,4202,3317,120
9/27/2023,Florida,2023,10,3/11/2023,4549,4075,3191,149
9/27/2023,Florida,2023,11,3/18/2023,4584,4151,3245,120
9/27/2023,Florida,2023,12,3/25/2023,4640,4192,3279,157
9/27/2023,Florida,2023,13,4/1/2023,4514,4072,3182,129
9/27/2023,Florida,2023,14,4/8/2023,4398,3931,3135,145
9/27/2023,Florida,2023,15,4/15/2023,4481,4057,3194,152
9/27/2023,Florida,2023,16,4/22/2023,4443,3996,3135,140
9/27/2023,Florida,2023,17,4/29/2023,4310,3929,3045,141
9/27/2023,Florida,2023,18,5/6/2023,4368,3908,3059,125
9/27/2023,Florida,2023,19,5/13/2023,4297,3884,3053,135
9/27/2023,Florida,2023,20,5/20/2023,4275,3880,3043,149
9/27/2023,Florida,2023,21,5/27/2023,4233,3835,3001,150
9/27/2023,Florida,2023,22,6/3/2023,4335,3926,3064,148
9/27/2023,Florida,2023,23,6/10/2023,4264,3867,3026,137
9/27/2023,Florida,2023,24,6/17/2023,4348,3954,3120,158
9/27/2023,Florida,2023,25,6/24/2023,4244,3836,2946,175
9/27/2023,Florida,2023,26,7/1/2023,4260,3882,3046,191
9/27/2023,Florida,2023,27,7/8/2023,4445,4044,3201,209
9/27/2023,Florida,2023,28,7/15/2023,4310,3916,3056,186
9/27/2023,Florida,2023,29,7/22/2023,4270,3893,3016,207
9/27/2023,Florida,2023,30,7/29/2023,4355,3986,3150,251
9/27/2023,Florida,2023,31,8/5/2023,4354,4019,3230,283
9/27/2023,Florida,2023,32,8/12/2023,4385,4074,3263,342
9/27/2023,Florida,2023,33,8/19/2023,4155,3915,3179,325
9/27/2023,Florida,2023,34,8/26/2023,4261,4020,3289,328
9/27/2023,Florida,2023,35,9/2/2023,4102,3913,3207,338
9/27/2023,Florida,2023,36,9/9/2023,3688,3591,2965,320
9/27/2023,Florida,2023,37,9/16/2023,3084,3084,2529,282
9/27/2023,Georgia,2020,1,1/4/2020,1803,1657,1285,84
9/27/2023,Georgia,2020,2,1/11/2020,1807,1664,1282,63
9/27/2023,Georgia,2020,3,1/18/2020,1746,1608,1242,63
9/27/2023,Georgia,2020,4,1/25/2020,1829,1695,1309,75
9/27/2023,Georgia,2020,5,2/1/2020,1797,1671,1280,58
9/27/2023,Georgia,2020,6,2/8/2020,1781,1627,1271,68
9/27/2023,Georgia,2020,7,2/15/2020,1762,1601,1249,56
9/27/2023,Georgia,2020,8,2/22/2020,1749,1603,1252,72
9/27/2023,Georgia,2020,9,2/29/2020,1860,1708,1315,52
9/27/2023,Georgia,2020,10,3/7/2020,1755,1594,1237,63
9/27/2023,Georgia,2020,11,3/14/2020,1784,1632,1234,82
9/27/2023,Georgia,2020,12,3/21/2020,1775,1625,1312,54
9/27/2023,Georgia,2020,13,3/28/2020,1881,1733,1487,64
9/27/2023,Georgia,2020,14,4/4/2020,2033,1866,1707,65
9/27/2023,Georgia,2020,15,4/11/2020,2042,1883,1722,67
9/27/2023,Georgia,2020,16,4/18/2020,2032,1899,1797,60
9/27/2023,Georgia,2020,17,4/25/2020,2040,1879,1752,56
9/27/2023,Georgia,2020,18,5/2/2020,1975,1840,1741,45
9/27/2023,Georgia,2020,19,5/9/2020,1987,1819,1646,67
9/27/2023,Georgia,2020,20,5/16/2020,1961,1807,1632,44
9/27/2023,Georgia,2020,21,5/23/2020,1911,1733,1530,44
9/27/2023,Georgia,2020,22,5/30/2020,1785,1632,1425,43
9/27/2023,Georgia,2020,23,6/6/2020,1782,1609,1374,46
9/27/2023,Georgia,2020,24,6/13/2020,1746,1581,1350,59
9/27/2023,Georgia,2020,25,6/20/2020,1780,1617,1376,61
9/27/2023,Georgia,2020,26,6/27/2020,1823,1654,1431,42
9/27/2023,Georgia,2020,27,7/4/2020,1880,1721,1494,34
9/27/2023,Georgia,2020,28,7/11/2020,1983,1805,1672,39
9/27/2023,Georgia,2020,29,7/18/2020,2177,1978,1856,58
9/27/2023,Georgia,2020,30,7/25/2020,2177,1994,1969,58
9/27/2023,Georgia,2020,31,8/1/2020,2193,2018,2061,60
9/27/2023,Georgia,2020,32,8/8/2020,2192,2016,2093,52
9/27/2023,Georgia,2020,33,8/15/2020,2245,2082,2129,57
9/27/2023,Georgia,2020,34,8/22/2020,2247,2074,2083,46
9/27/2023,Georgia,2020,35,8/29/2020,2132,1968,1907,61
9/27/2023,Georgia,2020,36,9/5/2020,2044,1855,1693,51
9/27/2023,Georgia,2020,37,9/12/2020,2073,1875,1736,54
9/27/2023,Georgia,2020,38,9/19/2020,1928,1789,1619,50
9/27/2023,Georgia,2020,39,9/26/2020,1997,1828,1683,46
9/27/2023,Georgia,2020,40,10/3/2020,1926,1777,1555,58
9/27/2023,Georgia,2020,41,10/10/2020,1886,1739,1548,37
9/27/2023,Georgia,2020,42,10/17/2020,1923,1743,1537,57
9/27/2023,Georgia,2020,43,10/24/2020,1960,1804,1611,43
9/27/2023,Georgia,2020,44,10/31/2020,1944,1788,1596,43
