Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Causes,Natural Causes,Chronic Causes,Non_Chronic Causes
9/27/2023,Minnesota,2020,32,8/8/2020,897,799,600,15
9/27/2023,Minnesota,2020,33,8/15/2020,888,803,630,12
9/27/2023,Minnesota,2020,34,8/22/2020,907,815,649,18
9/27/2023,Minnesota,2020,35,8/29/2020,919,825,643,13
9/27/2023,Minnesota,2020,36,9/5/2020,895,797,612,17
9/27/2023,Minnesota,2020,37,9/12/2020,893,805,627,13
9/27/2023,Minnesota,2020,38,9/19/2020,957,858,671,18
9/27/2023,Minnesota,2020,39,9/26/2020,969,883,688,26
9/27/2023,Minnesota,2020,40,10/3/2020,886,792,620,22
9/27/2023,Minnesota,2020,41,10/10/2020,1013,912,720,21
9/27/2023,Minnesota,2020,42,10/17/2020,953,878,729,18
9/27/2023,Minnesota,2020,43,10/24/2020,1030,958,805,31
9/27/2023,Minnesota,2020,44,10/31/2020,1075,985,864,24
9/27/2023,Minnesota,2020,45,11/7/2020,1145,1055,969,25
9/27/2023,Minnesota,2020,46,11/14/2020,1196,1109,1126,30
9/27/2023,Minnesota,2020,47,11/21/2020,1326,1243,1400,36
9/27/2023,Minnesota,2020,48,11/28/2020,1397,1313,1477,30
9/27/2023,Minnesota,2020,49,12/5/2020,1334,1252,1456,25
9/27/2023,Minnesota,2020,50,12/12/2020,1382,1292,1489,28
9/27/2023,Minnesota,2020,51,12/19/2020,1269,1179,1340,24
9/27/2023,Minnesota,2020,52,12/26/2020,1203,1125,1188,29
9/27/2023,Minnesota,2020,53,1/2/2021,1194,1112,1116,32
9/27/2023,Minnesota,2021,1,1/9/2021,1140,1058,1013,15
9/27/2023,Minnesota,2021,2,1/16/2021,1079,990,954,22
9/27/2023,Minnesota,2021,3,1/23/2021,948,873,772,20
9/27/2023,Minnesota,2021,4,1/30/2021,924,844,743,21
9/27/2023,Minnesota,2021,5,2/6/2021,983,882,730,26
9/27/2023,Minnesota,2021,6,2/13/2021,914,833,696,16
9/27/2023,Minnesota,2021,7,2/20/2021,904,824,655,28
9/27/2023,Minnesota,2021,8,2/27/2021,968,859,690,21
9/27/2023,Minnesota,2021,9,3/6/2021,931,839,638,16
9/27/2023,Minnesota,2021,10,3/13/2021,865,787,640,19
9/27/2023,Minnesota,2021,11,3/20/2021,864,762,557,26
9/27/2023,Minnesota,2021,12,3/27/2021,862,780,583,19
9/27/2023,Minnesota,2021,13,4/3/2021,871,785,596,11
9/27/2023,Minnesota,2021,14,4/10/2021,873,785,623,21
9/27/2023,Minnesota,2021,15,4/17/2021,893,800,639,14
9/27/2023,Minnesota,2021,16,4/24/2021,934,852,694,19
9/27/2023,Minnesota,2021,17,5/1/2021,967,882,708,20
9/27/2023,Minnesota,2021,18,5/8/2021,896,804,648,15
9/27/2023,Minnesota,2021,19,5/15/2021,938,863,704,20
9/27/2023,Minnesota,2021,20,5/22/2021,889,787,604,21
9/27/2023,Minnesota,2021,21,5/29/2021,876,782,585,15
9/27/2023,Minnesota,2021,22,6/5/2021,850,769,565,19
9/27/2023,Minnesota,2021,23,6/12/2021,917,795,609,28
9/27/2023,Minnesota,2021,24,6/19/2021,851,753,533,16
9/27/2023,Minnesota,2021,25,6/26/2021,890,804,581,19
9/27/2023,Minnesota,2021,26,7/3/2021,888,797,579,20
9/27/2023,Minnesota,2021,27,7/10/2021,892,784,567,25
9/27/2023,Minnesota,2021,28,7/17/2021,873,782,566,19
9/27/2023,Minnesota,2021,29,7/24/2021,835,735,510,26
9/27/2023,Minnesota,2021,30,7/31/2021,911,804,569,33
9/27/2023,Minnesota,2021,31,8/7/2021,905,806,616,11
9/27/2023,Minnesota,2021,32,8/14/2021,953,834,587,21
9/27/2023,Minnesota,2021,33,8/21/2021,895,788,592,20
9/27/2023,Minnesota,2021,34,8/28/2021,912,826,660,21
9/27/2023,Minnesota,2021,35,9/4/2021,971,880,692,28
9/27/2023,Minnesota,2021,36,9/11/2021,982,872,708,36
9/27/2023,Minnesota,2021,37,9/18/2021,989,878,734,35
9/27/2023,Minnesota,2021,38,9/25/2021,988,887,751,17
9/27/2023,Minnesota,2021,39,10/2/2021,1055,959,829,41
9/27/2023,Minnesota,2021,40,10/9/2021,1047,932,822,22
9/27/2023,Minnesota,2021,41,10/16/2021,1020,924,801,28
9/27/2023,Minnesota,2021,42,10/23/2021,1071,967,838,32
9/27/2023,Minnesota,2021,43,10/30/2021,1105,1003,882,27
9/27/2023,Minnesota,2021,44,11/6/2021,1123,1030,938,37
9/27/2023,Minnesota,2021,45,11/13/2021,1179,1079,981,26
9/27/2023,Minnesota,2021,46,11/20/2021,1196,1111,1074,30
9/27/2023,Minnesota,2021,47,11/27/2021,1238,1137,1115,33
9/27/2023,Minnesota,2021,48,12/4/2021,1258,1152,1170,53
9/27/2023,Minnesota,2021,49,12/11/2021,1260,1172,1161,43
9/27/2023,Minnesota,2021,50,12/18/2021,1278,1182,1176,19
9/27/2023,Minnesota,2021,51,12/25/2021,1193,1099,1040,35
9/27/2023,Minnesota,2021,52,1/1/2022,1236,1140,1123,43
9/27/2023,Minnesota,2022,1,1/8/2022,1213,1110,1074,50
9/27/2023,Minnesota,2022,2,1/15/2022,1231,1139,1059,42
9/27/2023,Minnesota,2022,3,1/22/2022,1195,1120,1089,41
9/27/2023,Minnesota,2022,4,1/29/2022,1231,1143,1116,25
9/27/2023,Minnesota,2022,5,2/5/2022,1087,998,923,40
9/27/2023,Minnesota,2022,6,2/12/2022,1156,1038,939,22
9/27/2023,Minnesota,2022,7,2/19/2022,1009,913,752,42
9/27/2023,Minnesota,2022,8,2/26/2022,1012,908,759,39
9/27/2023,Minnesota,2022,9,3/5/2022,936,840,682,23
9/27/2023,Minnesota,2022,10,3/12/2022,944,858,691,29
9/27/2023,Minnesota,2022,11,3/19/2022,939,857,604,21
9/27/2023,Minnesota,2022,12,3/26/2022,942,863,651,30
9/27/2023,Minnesota,2022,13,4/2/2022,898,805,590,22
9/27/2023,Minnesota,2022,14,4/9/2022,903,808,584,31
9/27/2023,Minnesota,2022,15,4/16/2022,903,820,588,23
9/27/2023,Minnesota,2022,16,4/23/2022,957,865,634,38
9/27/2023,Minnesota,2022,17,4/30/2022,918,832,575,11
9/27/2023,Minnesota,2022,18,5/7/2022,890,788,598,20
9/27/2023,Minnesota,2022,19,5/14/2022,920,822,617,26
9/27/2023,Minnesota,2022,20,5/21/2022,879,786,606,18
9/27/2023,Minnesota,2022,21,5/28/2022,940,828,646,20
9/27/2023,Minnesota,2022,22,6/4/2022,895,802,598,20
9/27/2023,Minnesota,2022,23,6/11/2022,872,781,595,17
9/27/2023,Minnesota,2022,24,6/18/2022,893,794,611,20
9/27/2023,Minnesota,2022,25,6/25/2022,926,810,628,11
9/27/2023,Minnesota,2022,26,7/2/2022,930,830,629,15
9/27/2023,Minnesota,2022,27,7/9/2022,922,807,618,18
9/27/2023,Minnesota,2022,28,7/16/2022,857,757,593,26
9/27/2023,Minnesota,2022,29,7/23/2022,924,825,621,23
9/27/2023,Minnesota,2022,30,7/30/2022,912,805,582,26
9/27/2023,Minnesota,2022,31,8/6/2022,945,846,649,22
9/27/2023,Minnesota,2022,32,8/13/2022,870,776,568,21
9/27/2023,Minnesota,2022,33,8/20/2022,902,810,614,24
9/27/2023,Minnesota,2022,34,8/27/2022,917,821,648,25
9/27/2023,Minnesota,2022,35,9/3/2022,914,816,628,30
9/27/2023,Minnesota,2022,36,9/10/2022,993,869,666,27
9/27/2023,Minnesota,2022,37,9/17/2022,944,844,634,16
9/27/2023,Minnesota,2022,38,9/24/2022,958,857,638,15
9/27/2023,Minnesota,2022,39,10/1/2022,906,819,629,25
9/27/2023,Minnesota,2022,40,10/8/2022,944,827,625,29
9/27/2023,Minnesota,2022,41,10/15/2022,983,878,677,39
9/27/2023,Minnesota,2022,42,10/22/2022,979,883,668,23
9/27/2023,Minnesota,2022,43,10/29/2022,947,858,663,38
9/27/2023,Minnesota,2022,44,11/5/2022,1038,928,675,23
9/27/2023,Minnesota,2022,45,11/12/2022,1036,943,744,38
9/27/2023,Minnesota,2022,46,11/19/2022,1060,964,742,32
9/27/2023,Minnesota,2022,47,11/26/2022,1047,962,744,39
9/27/2023,Minnesota,2022,48,12/3/2022,1037,947,730,49
9/27/2023,Minnesota,2022,49,12/10/2022,1070,973,775,62
9/27/2023,Minnesota,2022,50,12/17/2022,1079,985,764,58
9/27/2023,Minnesota,2022,51,12/24/2022,1072,979,743,52
9/27/2023,Minnesota,2022,52,12/31/2022,1075,969,759,45
9/27/2023,Minnesota,2023,1,1/7/2023,1089,989,747,48
9/27/2023,Minnesota,2023,2,1/14/2023,1043,947,722,50
9/27/2023,Minnesota,2023,3,1/21/2023,1022,935,733,44
9/27/2023,Minnesota,2023,4,1/28/2023,900,823,648,33
9/27/2023,Minnesota,2023,5,2/4/2023,913,828,633,41
9/27/2023,Minnesota,2023,6,2/11/2023,940,840,631,29
9/27/2023,Minnesota,2023,7,2/18/2023,961,873,665,32
9/27/2023,Minnesota,2023,8,2/25/2023,968,883,651,24
9/27/2023,Minnesota,2023,9,3/4/2023,1055,962,731,21
9/27/2023,Minnesota,2023,10,3/11/2023,952,865,664,21
9/27/2023,Minnesota,2023,11,3/18/2023,980,887,682,41
9/27/2023,Minnesota,2023,12,3/25/2023,927,850,618,17
9/27/2023,Minnesota,2023,13,4/1/2023,935,847,634,47
9/27/2023,Minnesota,2023,14,4/8/2023,926,839,634,22
9/27/2023,Minnesota,2023,15,4/15/2023,1007,908,691,31
9/27/2023,Minnesota,2023,16,4/22/2023,894,795,579,19
9/27/2023,Minnesota,2023,17,4/29/2023,922,843,642,39
9/27/2023,Minnesota,2023,18,5/6/2023,893,800,543,24
9/27/2023,Minnesota,2023,19,5/13/2023,880,786,596,17
9/27/2023,Minnesota,2023,20,5/20/2023,864,781,547,17
9/27/2023,Minnesota,2023,21,5/27/2023,886,807,543,16
9/27/2023,Minnesota,2023,22,6/3/2023,901,790,537,22
9/27/2023,Minnesota,2023,23,6/10/2023,944,827,594,28
9/27/2023,Minnesota,2023,24,6/17/2023,876,796,545,20
9/27/2023,Minnesota,2023,25,6/24/2023,884,771,547,33
9/27/2023,Minnesota,2023,26,7/1/2023,872,775,562,17
9/27/2023,Minnesota,2023,27,7/8/2023,836,748,548,28
9/27/2023,Minnesota,2023,28,7/15/2023,865,790,565,25
9/27/2023,Minnesota,2023,29,7/22/2023,853,776,544,17
9/27/2023,Minnesota,2023,30,7/29/2023,853,777,543,13
9/27/2023,Minnesota,2023,31,8/5/2023,898,811,562,31
9/27/2023,Minnesota,2023,32,8/12/2023,793,735,496,22
9/27/2023,Minnesota,2023,33,8/19/2023,832,771,536,26
9/27/2023,Minnesota,2023,34,8/26/2023,829,783,573,10
9/27/2023,Minnesota,2023,35,9/2/2023,787,753,531,17
9/27/2023,Minnesota,2023,36,9/9/2023,759,747,512,25
9/27/2023,Minnesota,2023,37,9/16/2023,650,650,468,18
9/27/2023,Mississippi,2020,1,1/4/2020,673,600,454,19
9/27/2023,Mississippi,2020,2,1/11/2020,648,613,473,23
9/27/2023,Mississippi,2020,3,1/18/2020,624,562,437,27
9/27/2023,Mississippi,2020,4,1/25/2020,612,574,443,16
9/27/2023,Mississippi,2020,5,2/1/2020,608,553,446,17
9/27/2023,Mississippi,2020,6,2/8/2020,703,633,505,22
9/27/2023,Mississippi,2020,7,2/15/2020,648,593,467,22
9/27/2023,Mississippi,2020,8,2/22/2020,625,572,467,20
9/27/2023,Mississippi,2020,9,2/29/2020,665,617,494,25
9/27/2023,Mississippi,2020,10,3/7/2020,663,602,475,23
9/27/2023,Mississippi,2020,11,3/14/2020,623,571,438,26
9/27/2023,Mississippi,2020,12,3/21/2020,625,571,445,17
9/27/2023,Mississippi,2020,13,3/28/2020,698,647,535,25
9/27/2023,Mississippi,2020,14,4/4/2020,707,658,586,24
9/27/2023,Mississippi,2020,15,4/11/2020,699,655,579,24
9/27/2023,Mississippi,2020,16,4/18/2020,732,672,621,20
9/27/2023,Mississippi,2020,17,4/25/2020,750,687,640,19
9/27/2023,Mississippi,2020,18,5/2/2020,751,684,671,17
9/27/2023,Mississippi,2020,19,5/9/2020,748,695,656,14
9/27/2023,Mississippi,2020,20,5/16/2020,775,699,693,25
9/27/2023,Mississippi,2020,21,5/23/2020,725,667,635,14
9/27/2023,Mississippi,2020,22,5/30/2020,750,689,651,12
9/27/2023,Mississippi,2020,23,6/6/2020,728,667,635,0
9/27/2023,Mississippi,2020,24,6/13/2020,702,636,572,0
9/27/2023,Mississippi,2020,25,6/20/2020,743,664,618,12
9/27/2023,Mississippi,2020,26,6/27/2020,721,658,581,18
9/27/2023,Mississippi,2020,27,7/4/2020,711,640,610,13
9/27/2023,Mississippi,2020,28,7/11/2020,797,739,719,13
9/27/2023,Mississippi,2020,29,7/18/2020,784,712,703,15
9/27/2023,Mississippi,2020,30,7/25/2020,885,818,834,14
9/27/2023,Mississippi,2020,31,8/1/2020,872,809,917,15
9/27/2023,Mississippi,2020,32,8/8/2020,915,834,862,19
9/27/2023,Mississippi,2020,33,8/15/2020,860,792,832,13
9/27/2023,Mississippi,2020,34,8/22/2020,813,751,810,18
9/27/2023,Mississippi,2020,35,8/29/2020,813,743,767,23
9/27/2023,Mississippi,2020,36,9/5/2020,736,671,642,21
9/27/2023,Mississippi,2020,37,9/12/2020,745,674,648,20
9/27/2023,Mississippi,2020,38,9/19/2020,738,673,646,14
9/27/2023,Mississippi,2020,39,9/26/2020,723,668,644,0
9/27/2023,Mississippi,2020,40,10/3/2020,728,663,615,20
9/27/2023,Mississippi,2020,41,10/10/2020,761,693,630,17
9/27/2023,Mississippi,2020,42,10/17/2020,680,614,568,12
9/27/2023,Mississippi,2020,43,10/24/2020,727,672,634,15
9/27/2023,Mississippi,2020,44,10/31/2020,716,653,614,11
9/27/2023,Mississippi,2020,45,11/7/2020,750,677,656,13
9/27/2023,Mississippi,2020,46,11/14/2020,785,718,690,18
9/27/2023,Mississippi,2020,47,11/21/2020,793,733,740,14
9/27/2023,Mississippi,2020,48,11/28/2020,820,763,791,15
9/27/2023,Mississippi,2020,49,12/5/2020,850,804,862,18
9/27/2023,Mississippi,2020,50,12/12/2020,959,906,1023,17
9/27/2023,Mississippi,2020,51,12/19/2020,923,875,971,18
9/27/2023,Mississippi,2020,52,12/26/2020,995,926,1034,20
9/27/2023,Mississippi,2020,53,1/2/2021,1068,991,1095,23
9/27/2023,Mississippi,2021,1,1/9/2021,1050,987,1180,16
9/27/2023,Mississippi,2021,2,1/16/2021,1059,990,1164,16
9/27/2023,Mississippi,2021,3,1/23/2021,1026,960,1108,25
9/27/2023,Mississippi,2021,4,1/30/2021,922,845,937,19
9/27/2023,Mississippi,2021,5,2/6/2021,867,800,870,23
9/27/2023,Mississippi,2021,6,2/13/2021,793,718,730,13
9/27/2023,Mississippi,2021,7,2/20/2021,810,753,707,13
9/27/2023,Mississippi,2021,8,2/27/2021,845,770,736,17
9/27/2023,Mississippi,2021,9,3/6/2021,719,643,588,15
9/27/2023,Mississippi,2021,10,3/13/2021,753,687,606,14
9/27/2023,Mississippi,2021,11,3/20/2021,675,612,530,0
9/27/2023,Mississippi,2021,12,3/27/2021,671,608,519,11
9/27/2023,Mississippi,2021,13,4/3/2021,650,583,501,10
9/27/2023,Mississippi,2021,14,4/10/2021,662,593,489,0
9/27/2023,Mississippi,2021,15,4/17/2021,654,589,460,17
9/27/2023,Mississippi,2021,16,4/24/2021,668,598,515,15
9/27/2023,Mississippi,2021,17,5/1/2021,694,625,528,17
9/27/2023,Mississippi,2021,18,5/8/2021,636,573,467,11
9/27/2023,Mississippi,2021,19,5/15/2021,631,572,477,0
9/27/2023,Mississippi,2021,20,5/22/2021,678,612,497,10
9/27/2023,Mississippi,2021,21,5/29/2021,694,608,532,14
9/27/2023,Mississippi,2021,22,6/5/2021,628,555,457,0
9/27/2023,Mississippi,2021,23,6/12/2021,703,626,507,10
9/27/2023,Mississippi,2021,24,6/19/2021,657,596,486,11
9/27/2023,Mississippi,2021,25,6/26/2021,658,603,469,17
9/27/2023,Mississippi,2021,26,7/3/2021,624,564,447,0
9/27/2023,Mississippi,2021,27,7/10/2021,662,582,467,12
9/27/2023,Mississippi,2021,28,7/17/2021,710,646,565,18
9/27/2023,Mississippi,2021,29,7/24/2021,734,654,556,0
9/27/2023,Mississippi,2021,30,7/31/2021,760,665,619,13
9/27/2023,Mississippi,2021,31,8/7/2021,852,779,790,13
9/27/2023,Mississippi,2021,32,8/14/2021,934,862,926,11
9/27/2023,Mississippi,2021,33,8/21/2021,993,930,1106,15
9/27/2023,Mississippi,2021,34,8/28/2021,1041,976,1160,14
9/27/2023,Mississippi,2021,35,9/4/2021,964,899,1037,0
9/27/2023,Mississippi,2021,36,9/11/2021,1036,961,1104,15
9/27/2023,Mississippi,2021,37,9/18/2021,953,876,983,13
9/27/2023,Mississippi,2021,38,9/25/2021,879,815,860,12
9/27/2023,Mississippi,2021,39,10/2/2021,790,721,734,14
9/27/2023,Mississippi,2021,40,10/9/2021,670,615,571,13
9/27/2023,Mississippi,2021,41,10/16/2021,701,638,577,0
9/27/2023,Mississippi,2021,42,10/23/2021,743,682,635,30
9/27/2023,Mississippi,2021,43,10/30/2021,688,616,539,12
9/27/2023,Mississippi,2021,44,11/6/2021,748,669,583,14
9/27/2023,Mississippi,2021,45,11/13/2021,722,665,563,24
9/27/2023,Mississippi,2021,46,11/20/2021,696,637,537,13
9/27/2023,Mississippi,2021,47,11/27/2021,722,662,549,11
9/27/2023,Mississippi,2021,48,12/4/2021,706,643,534,26
9/27/2023,Mississippi,2021,49,12/11/2021,710,648,533,19
9/27/2023,Mississippi,2021,50,12/18/2021,754,694,589,17
9/27/2023,Mississippi,2021,51,12/25/2021,700,643,550,17
9/27/2023,Mississippi,2021,52,1/1/2022,825,745,658,16
9/27/2023,Mississippi,2022,1,1/8/2022,820,759,722,13
9/27/2023,Mississippi,2022,2,1/15/2022,939,875,926,17
9/27/2023,Mississippi,2022,3,1/22/2022,1004,945,1041,15
9/27/2023,Mississippi,2022,4,1/29/2022,998,933,1070,16
9/27/2023,Mississippi,2022,5,2/5/2022,1014,932,1096,10
9/27/2023,Mississippi,2022,6,2/12/2022,927,857,950,13
9/27/2023,Mississippi,2022,7,2/19/2022,890,827,840,13
9/27/2023,Mississippi,2022,8,2/26/2022,740,682,657,20
9/27/2023,Mississippi,2022,9,3/5/2022,754,687,666,11
9/27/2023,Mississippi,2022,10,3/12/2022,698,634,575,18
9/27/2023,Mississippi,2022,11,3/19/2022,714,656,553,13
9/27/2023,Mississippi,2022,12,3/26/2022,635,574,457,16
9/27/2023,Mississippi,2022,13,4/2/2022,620,560,451,13
9/27/2023,Mississippi,2022,14,4/9/2022,658,605,465,0
9/27/2023,Mississippi,2022,15,4/16/2022,689,633,519,15
9/27/2023,Mississippi,2022,16,4/23/2022,645,584,467,16
9/27/2023,Mississippi,2022,17,4/30/2022,563,489,382,0
9/27/2023,Mississippi,2022,18,5/7/2022,621,547,405,0
9/27/2023,Mississippi,2022,19,5/14/2022,635,576,448,10
9/27/2023,Mississippi,2022,20,5/21/2022,627,564,439,12
9/27/2023,Mississippi,2022,21,5/28/2022,594,537,427,10
9/27/2023,Mississippi,2022,22,6/4/2022,655,589,469,16
9/27/2023,Mississippi,2022,23,6/11/2022,641,583,481,16
9/27/2023,Mississippi,2022,24,6/18/2022,604,548,433,0
9/27/2023,Mississippi,2022,25,6/25/2022,634,575,456,0
9/27/2023,Mississippi,2022,26,7/2/2022,665,587,477,16
9/27/2023,Mississippi,2022,27,7/9/2022,691,616,519,0
9/27/2023,Mississippi,2022,28,7/16/2022,665,610,522,12
9/27/2023,Mississippi,2022,29,7/23/2022,693,610,527,10
9/27/2023,Mississippi,2022,30,7/30/2022,675,620,509,11
9/27/2023,Mississippi,2022,31,8/6/2022,709,638,553,12
9/27/2023,Mississippi,2022,32,8/13/2022,671,612,524,11
9/27/2023,Mississippi,2022,33,8/20/2022,635,589,504,0
9/27/2023,Mississippi,2022,34,8/27/2022,617,571,487,16
9/27/2023,Mississippi,2022,35,9/3/2022,716,645,517,0
9/27/2023,Mississippi,2022,36,9/10/2022,653,588,489,16
9/27/2023,Mississippi,2022,37,9/17/2022,624,558,475,16
9/27/2023,Mississippi,2022,38,9/24/2022,656,594,501,10
9/27/2023,Mississippi,2022,39,10/1/2022,627,571,461,0
9/27/2023,Mississippi,2022,40,10/8/2022,666,593,467,0
9/27/2023,Mississippi,2022,41,10/15/2022,694,618,516,15
9/27/2023,Mississippi,2022,42,10/22/2022,679,610,469,18
9/27/2023,Mississippi,2022,43,10/29/2022,690,609,493,15
9/27/2023,Mississippi,2022,44,11/5/2022,660,616,513,19
9/27/2023,Mississippi,2022,45,11/12/2022,665,613,509,20
9/27/2023,Mississippi,2022,46,11/19/2022,685,636,497,28
9/27/2023,Mississippi,2022,47,11/26/2022,709,652,538,29
9/27/2023,Mississippi,2022,48,12/3/2022,720,657,543,39
9/27/2023,Mississippi,2022,49,12/10/2022,749,689,563,21
9/27/2023,Mississippi,2022,50,12/17/2022,685,631,519,26
9/27/2023,Mississippi,2022,51,12/24/2022,712,655,521,16
9/27/2023,Mississippi,2022,52,12/31/2022,769,697,601,25
9/27/2023,Mississippi,2023,1,1/7/2023,756,690,592,17
9/27/2023,Mississippi,2023,2,1/14/2023,756,694,572,12
9/27/2023,Mississippi,2023,3,1/21/2023,702,637,551,22
9/27/2023,Mississippi,2023,4,1/28/2023,635,584,490,14
9/27/2023,Mississippi,2023,5,2/4/2023,715,664,547,18
9/27/2023,Mississippi,2023,6,2/11/2023,660,593,461,13
9/27/2023,Mississippi,2023,7,2/18/2023,699,627,522,10
9/27/2023,Mississippi,2023,8,2/25/2023,681,623,476,15
9/27/2023,Mississippi,2023,9,3/4/2023,616,553,434,10
9/27/2023,Mississippi,2023,10,3/11/2023,659,608,510,21
9/27/2023,Mississippi,2023,11,3/18/2023,642,585,468,11
9/27/2023,Mississippi,2023,12,3/25/2023,667,571,457,14
9/27/2023,Mississippi,2023,13,4/1/2023,614,557,434,12
9/27/2023,Mississippi,2023,14,4/8/2023,614,550,439,21
9/27/2023,Mississippi,2023,15,4/15/2023,605,547,440,13
9/27/2023,Mississippi,2023,16,4/22/2023,556,513,384,12
9/27/2023,Mississippi,2023,17,4/29/2023,617,562,422,0
9/27/2023,Mississippi,2023,18,5/6/2023,664,604,480,26
9/27/2023,Mississippi,2023,19,5/13/2023,673,611,468,15
9/27/2023,Mississippi,2023,20,5/20/2023,636,558,409,14
9/27/2023,Mississippi,2023,21,5/27/2023,591,549,424,10
9/27/2023,Mississippi,2023,22,6/3/2023,601,538,429,13
9/27/2023,Mississippi,2023,23,6/10/2023,638,589,440,10
9/27/2023,Mississippi,2023,24,6/17/2023,609,558,423,10
9/27/2023,Mississippi,2023,25,6/24/2023,614,560,438,22
9/27/2023,Mississippi,2023,26,7/1/2023,622,558,392,0
9/27/2023,Mississippi,2023,27,7/8/2023,587,534,389,14
9/27/2023,Mississippi,2023,28,7/15/2023,581,535,400,0
9/27/2023,Mississippi,2023,29,7/22/2023,595,545,440,26
9/27/2023,Mississippi,2023,30,7/29/2023,624,576,455,28
9/27/2023,Mississippi,2023,31,8/5/2023,605,569,432,23
9/27/2023,Mississippi,2023,32,8/12/2023,623,552,413,18
9/27/2023,Mississippi,2023,33,8/19/2023,648,602,484,22
9/27/2023,Mississippi,2023,34,8/26/2023,614,568,452,23
9/27/2023,Mississippi,2023,35,9/2/2023,592,568,474,31
9/27/2023,Mississippi,2023,36,9/9/2023,526,511,429,26
9/27/2023,Mississippi,2023,37,9/16/2023,425,424,341,18
9/27/2023,Missouri,2020,1,1/4/2020,1327,1203,941,23
9/27/2023,Missouri,2020,2,1/11/2020,1333,1221,949,46
9/27/2023,Missouri,2020,3,1/18/2020,1334,1223,932,33
9/27/2023,Missouri,2020,4,1/25/2020,1352,1253,964,42
9/27/2023,Missouri,2020,5,2/1/2020,1364,1234,959,43
9/27/2023,Missouri,2020,6,2/8/2020,1334,1209,936,29
9/27/2023,Missouri,2020,7,2/15/2020,1348,1232,940,28
9/27/2023,Missouri,2020,8,2/22/2020,1361,1243,979,44
9/27/2023,Missouri,2020,9,2/29/2020,1370,1250,946,44
9/27/2023,Missouri,2020,10,3/7/2020,1394,1258,1011,53
9/27/2023,Missouri,2020,11,3/14/2020,1301,1174,924,56
9/27/2023,Missouri,2020,12,3/21/2020,1272,1169,908,46
9/27/2023,Missouri,2020,13,3/28/2020,1343,1228,987,52
9/27/2023,Missouri,2020,14,4/4/2020,1301,1202,995,35
9/27/2023,Missouri,2020,15,4/11/2020,1466,1341,1157,25
9/27/2023,Missouri,2020,16,4/18/2020,1358,1239,1078,37
9/27/2023,Missouri,2020,17,4/25/2020,1448,1306,1178,43
9/27/2023,Missouri,2020,18,5/2/2020,1393,1270,1135,30
9/27/2023,Missouri,2020,19,5/9/2020,1427,1264,1139,24
9/27/2023,Missouri,2020,20,5/16/2020,1343,1229,1030,24
9/27/2023,Missouri,2020,21,5/23/2020,1304,1167,1019,31
9/27/2023,Missouri,2020,22,5/30/2020,1244,1099,901,17
9/27/2023,Missouri,2020,23,6/6/2020,1293,1131,933,15
9/27/2023,Missouri,2020,24,6/13/2020,1263,1125,904,15
9/27/2023,Missouri,2020,25,6/20/2020,1228,1104,905,28
9/27/2023,Missouri,2020,26,6/27/2020,1284,1143,920,14
9/27/2023,Missouri,2020,27,7/4/2020,1284,1124,926,11
9/27/2023,Missouri,2020,28,7/11/2020,1295,1153,923,32
9/27/2023,Missouri,2020,29,7/18/2020,1367,1217,988,14
9/27/2023,Missouri,2020,30,7/25/2020,1355,1210,1041,27
9/27/2023,Missouri,2020,31,8/1/2020,1366,1230,1051,24
9/27/2023,Missouri,2020,32,8/8/2020,1355,1226,1051,32
9/27/2023,Missouri,2020,33,8/15/2020,1380,1237,1090,36
9/27/2023,Missouri,2020,34,8/22/2020,1402,1273,1103,32
9/27/2023,Missouri,2020,35,8/29/2020,1382,1243,1089,18
9/27/2023,Missouri,2020,36,9/5/2020,1410,1251,1117,36
9/27/2023,Missouri,2020,37,9/12/2020,1369,1259,1136,17
9/27/2023,Missouri,2020,38,9/19/2020,1445,1314,1190,35
9/27/2023,Missouri,2020,39,9/26/2020,1465,1341,1248,32
9/27/2023,Missouri,2020,40,10/3/2020,1522,1395,1353,24
9/27/2023,Missouri,2020,41,10/10/2020,1531,1385,1343,30
9/27/2023,Missouri,2020,42,10/17/2020,1519,1365,1285,28
9/27/2023,Missouri,2020,43,10/24/2020,1577,1460,1450,35
9/27/2023,Missouri,2020,44,10/31/2020,1611,1498,1504,27
9/27/2023,Missouri,2020,45,11/7/2020,1790,1649,1746,32
9/27/2023,Missouri,2020,46,11/14/2020,1839,1704,1840,13
9/27/2023,Missouri,2020,47,11/21/2020,1858,1751,1945,47
9/27/2023,Missouri,2020,48,11/28/2020,1908,1784,2076,31
9/27/2023,Missouri,2020,49,12/5/2020,1962,1834,2095,43
9/27/2023,Missouri,2020,50,12/12/2020,2017,1890,2166,36
9/27/2023,Missouri,2020,51,12/19/2020,1890,1747,1975,36
9/27/2023,Missouri,2020,52,12/26/2020,1830,1689,1897,37
9/27/2023,Missouri,2020,53,1/2/2021,1838,1705,1855,43
9/27/2023,Missouri,2021,1,1/9/2021,1754,1623,1761,40
9/27/2023,Missouri,2021,2,1/16/2021,1790,1660,1776,31
9/27/2023,Missouri,2021,3,1/23/2021,1727,1593,1705,41
9/27/2023,Missouri,2021,4,1/30/2021,1619,1508,1518,33
9/27/2023,Missouri,2021,5,2/6/2021,1527,1381,1289,36
